ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Reported land area ,Forest land area,Land area under non-agricultural uses,Barren and unculturable land area,Permanent pasture and other grazing land area,Land under miscellaneous Tree Crops and Groves not included in Net Area Sown,Culturable waste land area,Fallow lands other than current fallow lands,Current Fallow land area,Net sown land area,Cropped land area,Land area sown more than once
3811,India,22,Chhattisgarh,388,Rajnandgaon,2011,"Agriculture Year (Jul - Jun), 2011",802252,259029,48461,20178,53659,134,21000,23629,26493,349669,443938,94269
3812,India,22,Chhattisgarh,388,Rajnandgaon,2012,"Agriculture Year (Jul - Jun), 2012",802252,258984,48644,18847,55126,140,20897,23965,27029,348620,442290,93670
3813,India,22,Chhattisgarh,388,Rajnandgaon,2013,"Agriculture Year (Jul - Jun), 2013",641571,98303,48868,18797,55193,140,21827,23739,26232,348472,446628,98156
3814,India,22,Chhattisgarh,388,Rajnandgaon,2014,"Agriculture Year (Jul - Jun), 2014",802252,258677,50626,18300,54525,132,22985,27473,25802,343732,446960,103228
3815,India,22,Chhattisgarh,388,Rajnandgaon,2015,"Agriculture Year (Jul - Jun), 2015",802252,258700,50925,18326,54370,132,23396,24128,23651,348624,468040,119416
3816,India,22,Chhattisgarh,388,Rajnandgaon,2016,"Agriculture Year (Jul - Jun), 2016",802252,258614,52038,17375,54617,120,20635,21255,20030,357568,493730,136162
3817,India,22,Chhattisgarh,388,Rajnandgaon,2017,"Agriculture Year (Jul - Jun), 2017",802252,259101,51769,17045,53941,131,17575,17037,16563,369090,494466,125376
3818,India,22,Chhattisgarh,388,Rajnandgaon,2018,"Agriculture Year (Jul - Jun), 2018",802252,259101,51264,17147,54983,234,15373,13822,14892,375436,517075,141639
3819,India,22,Chhattisgarh,388,Rajnandgaon,2019,"Agriculture Year (Jul - Jun), 2019",802252,259101,51427,17126,53260,243,15812,16931,17843,370509,548783,178274
3820,India,22,Chhattisgarh,388,Rajnandgaon,2020,"Agriculture Year (Jul - Jun), 2020",802252,256641,51725,17155,53875,274,15064,18397,20991,368130,543159,175029
3821,India,22,Chhattisgarh,389,Surguja,2011,"Agriculture Year (Jul - Jun), 2011",501980,241189,24826,5114,44787,0,0,9569,16861,159634,183450,23816
3822,India,22,Chhattisgarh,389,Surguja,2012,"Agriculture Year (Jul - Jun), 2012",501980,241157,25121,5099,44861,0,0,16556,9868,159318,183077,23759
3823,India,22,Chhattisgarh,389,Surguja,2013,"Agriculture Year (Jul - Jun), 2013",375104,112467,25377,5124,46456,0,0,9869,16458,159353,182267,22914
3824,India,22,Chhattisgarh,389,Surguja,2014,"Agriculture Year (Jul - Jun), 2014",501980,240443,25275,5118,45861,0,0,10454,15664,159165,182604,23439
3825,India,22,Chhattisgarh,389,Surguja,2015,"Agriculture Year (Jul - Jun), 2015",501980,240157,25261,5109,46006,0,0,10134,15566,159747,182562,22815
3826,India,22,Chhattisgarh,389,Surguja,2016,"Agriculture Year (Jul - Jun), 2016",501980,240174,25349,5124,46177,0,0,9996,20571,154589,182705,28116
3827,India,22,Chhattisgarh,389,Surguja,2017,"Agriculture Year (Jul - Jun), 2017",501980,239638,25661,5130,46373,0,0,10813,18727,155638,178602,22964
3828,India,22,Chhattisgarh,389,Surguja,2018,"Agriculture Year (Jul - Jun), 2018",502215,239912,25267,5125,46999,0,0,12349,17559,155004,175836,20832
3829,India,22,Chhattisgarh,389,Surguja,2019,"Agriculture Year (Jul - Jun), 2019",502180,240267,26172,5130,46233,0,0,11197,20428,152753,174913,22160
3830,India,22,Chhattisgarh,389,Surguja,2020,"Agriculture Year (Jul - Jun), 2020",502180,240825,26708,5112,46742,0,0,11675,18818,152300,173967,21667
3831,India,22,Chhattisgarh,636,Bijapur,2011,"Agriculture Year (Jul - Jun), 2011",655296,496301,18965,6420,8992,0,41710,10672,11963,60273,60362,89
3832,India,22,Chhattisgarh,636,Bijapur,2012,"Agriculture Year (Jul - Jun), 2012",655296,496328,18965,6420,8992,0,41519,8789,8957,65326,65435,109
3833,India,22,Chhattisgarh,636,Bijapur,2013,"Agriculture Year (Jul - Jun), 2013",470770,311695,18965,6420,8992,0,41486,8772,8343,66097,66217,120
3834,India,22,Chhattisgarh,636,Bijapur,2014,"Agriculture Year (Jul - Jun), 2014",655296,494488,18751,6494,8990,0,42933,8845,8829,65966,66049,83
3835,India,22,Chhattisgarh,636,Bijapur,2015,"Agriculture Year (Jul - Jun), 2015",655296,494598,18760,6494,9020,0,43410,8979,10806,63229,63278,49
3836,India,22,Chhattisgarh,636,Bijapur,2016,"Agriculture Year (Jul - Jun), 2016",655296,494720,18754,6494,9020,0,43712,8248,9458,64890,64929,39
3837,India,22,Chhattisgarh,636,Bijapur,2017,"Agriculture Year (Jul - Jun), 2017",655296,493919,18781,6493,9020,0,44018,8167,9453,65445,65487,42
3838,India,22,Chhattisgarh,636,Bijapur,2018,"Agriculture Year (Jul - Jun), 2018",653762,492440,18783,6493,9019,0,43827,8263,8610,66327,66368,41
3839,India,22,Chhattisgarh,636,Bijapur,2019,"Agriculture Year (Jul - Jun), 2019",653762,492503,18758,6493,9019,0,43018,6815,7060,70096,70154,58
3840,India,22,Chhattisgarh,636,Bijapur,2020,"Agriculture Year (Jul - Jun), 2020",653762,491349,18776,6493,8919,0,41736,5312,5153,76024,76098,74
3841,India,22,Chhattisgarh,637,Narayanpur,2011,"Agriculture Year (Jul - Jun), 2011",692268,638721,3236,1652,3300,0,6982,2604,3343,32430,32860,430
3842,India,22,Chhattisgarh,637,Narayanpur,2012,"Agriculture Year (Jul - Jun), 2012",692268,638801,3231,1651,3339,32,6967,2394,3337,32516,32966,450
3843,India,22,Chhattisgarh,637,Narayanpur,2013,"Agriculture Year (Jul - Jun), 2013",71686,17900,3286,1653,3451,3,6918,2360,3146,32969,33440,471
3844,India,22,Chhattisgarh,637,Narayanpur,2014,"Agriculture Year (Jul - Jun), 2014",692268,638494,3221,1757,3489,0,6829,2362,3107,33009,33599,590
3845,India,22,Chhattisgarh,637,Narayanpur,2015,"Agriculture Year (Jul - Jun), 2015",692268,638653,3305,1657,3555,0,7013,2583,4005,31497,31787,290
3846,India,22,Chhattisgarh,637,Narayanpur,2016,"Agriculture Year (Jul - Jun), 2016",692268,638686,3297,1654,3393,14,7460,2617,3625,31522,31839,317
3847,India,22,Chhattisgarh,637,Narayanpur,2017,"Agriculture Year (Jul - Jun), 2017",692268,638772,3283,1654,3325,18,7466,2478,3532,31740,32040,300
3848,India,22,Chhattisgarh,637,Narayanpur,2018,"Agriculture Year (Jul - Jun), 2018",692268,638723,3235,1655,3373,15,7465,2467,3245,32090,32392,302
3849,India,22,Chhattisgarh,637,Narayanpur,2019,"Agriculture Year (Jul - Jun), 2019",692268,638869,3145,1654,3768,18,7746,2653,3999,30416,30824,408
3850,India,22,Chhattisgarh,637,Narayanpur,2020,"Agriculture Year (Jul - Jun), 2020",692268,638884,3146,1654,3705,13,8167,4663,6485,25551,25848,297
3851,India,22,Chhattisgarh,642,Sukma,2011,"Agriculture Year (Jul - Jun), 2011",563579,350831,12657,10305,24570,0,50875,11271,6435,96635,97652,1017
3852,India,22,Chhattisgarh,642,Sukma,2012,"Agriculture Year (Jul - Jun), 2012",563579,350830,12681,10307,24570,0,50878,11191,6849,96273,97301,1028
3853,India,22,Chhattisgarh,642,Sukma,2013,"Agriculture Year (Jul - Jun), 2013",352765,142197,12831,9871,26811,0,47355,10760,6592,96348,97389,1041
3854,India,22,Chhattisgarh,642,Sukma,2014,"Agriculture Year (Jul - Jun), 2014",576702,353231,14292,10884,27909,2,49141,10552,7251,103440,104535,1095
3855,India,22,Chhattisgarh,642,Sukma,2015,"Agriculture Year (Jul - Jun), 2015",576702,349061,14269,10889,27909,3,52910,8642,6979,106040,107118,1078
3856,India,22,Chhattisgarh,642,Sukma,2016,"Agriculture Year (Jul - Jun), 2016",576702,352462,14602,10891,28773,3,49515,9042,6935,104479,105546,1067
3857,India,22,Chhattisgarh,642,Sukma,2017,"Agriculture Year (Jul - Jun), 2017",580405,353179,14621,11793,24822,35,53907,8912,8054,105082,105905,823
3858,India,22,Chhattisgarh,642,Sukma,2018,"Agriculture Year (Jul - Jun), 2018",580405,353526,14244,11793,24972,16,55247,9547,9493,101567,102391,824
3859,India,22,Chhattisgarh,642,Sukma,2019,"Agriculture Year (Jul - Jun), 2019",580405,354047,24715,11793,24483,57,48363,10163,9810,96974,99626,2652
3860,India,22,Chhattisgarh,642,Sukma,2020,"Agriculture Year (Jul - Jun), 2020",580405,352194,15759,11894,24353,60,58532,10905,11736,94972,96070,1098
3861,India,22,Chhattisgarh,643,Kondagaon,2011,"Agriculture Year (Jul - Jun), 2011",368483,175167,10422,16324,12030,0,13656,3637,5981,131266,137400,6134
3862,India,22,Chhattisgarh,643,Kondagaon,2012,"Agriculture Year (Jul - Jun), 2012",605073,411706,10609,16324,8623,23,16795,3715,5721,131557,137489,5932
3863,India,22,Chhattisgarh,643,Kondagaon,2013,"Agriculture Year (Jul - Jun), 2013",368483,175035,10561,16330,8464,23,16982,3862,5440,131786,137763,5977
3864,India,22,Chhattisgarh,643,Kondagaon,2014,"Agriculture Year (Jul - Jun), 2014",605073,410452,10608,16313,8562,2,18316,4051,5196,131573,137923,6350
3865,India,22,Chhattisgarh,643,Kondagaon,2015,"Agriculture Year (Jul - Jun), 2015",605073,410450,10647,16315,8773,2,18136,4253,6144,130353,136778,6425
3866,India,22,Chhattisgarh,643,Kondagaon,2016,"Agriculture Year (Jul - Jun), 2016",605073,405321,11363,16211,11757,3,13749,4376,5283,137010,143844,6834
3867,India,22,Chhattisgarh,643,Kondagaon,2017,"Agriculture Year (Jul - Jun), 2017",605073,404320,11987,16211,11809,1,13928,4099,4921,137797,144563,6766
3868,India,22,Chhattisgarh,643,Kondagaon,2018,"Agriculture Year (Jul - Jun), 2018",605073,402761,11578,16211,11809,1,14991,4376,5166,138180,145847,7667
3869,India,22,Chhattisgarh,643,Kondagaon,2019,"Agriculture Year (Jul - Jun), 2019",605073,401483,11654,16319,12310,235,14932,4262,3971,139907,147852,7945
3870,India,22,Chhattisgarh,643,Kondagaon,2020,"Agriculture Year (Jul - Jun), 2020",641727,438137,12021,16332,13337,298,13247,3839,4595,139921,148266,8345
3871,India,22,Chhattisgarh,644,Baloda Bazar,2011,"Agriculture Year (Jul - Jun), 2011",467697,133387,31741,5699,32509,6,10867,13721,5905,233862,284396,50534
3872,India,22,Chhattisgarh,644,Baloda Bazar,2012,"Agriculture Year (Jul - Jun), 2012",467697,133361,31275,5674,32535,5,12962,12472,6521,232892,280891,47999
3873,India,22,Chhattisgarh,644,Baloda Bazar,2013,"Agriculture Year (Jul - Jun), 2013",359386,25053,30808,5702,32545,6,13462,12506,6048,233256,283103,49847
3874,India,22,Chhattisgarh,644,Baloda Bazar,2014,"Agriculture Year (Jul - Jun), 2014",467697,133397,31239,5700,32587,6,13228,11408,5181,234951,291670,56719
3875,India,22,Chhattisgarh,644,Baloda Bazar,2015,"Agriculture Year (Jul - Jun), 2015",467697,132904,31097,5701,32850,6,13729,11428,5255,234727,296241,61514
3876,India,22,Chhattisgarh,644,Baloda Bazar,2016,"Agriculture Year (Jul - Jun), 2016",467697,132904,31124,5701,32943,6,13637,11284,5469,234629,275795,41166
3877,India,22,Chhattisgarh,644,Baloda Bazar,2017,"Agriculture Year (Jul - Jun), 2017",467697,132904,31524,5704,33175,6,13664,11448,10090,229182,254289,25107
3878,India,22,Chhattisgarh,644,Baloda Bazar,2018,"Agriculture Year (Jul - Jun), 2018",467697,132922,30467,5704,33188,6,13773,11673,7384,232580,262849,30269
3879,India,22,Chhattisgarh,644,Baloda Bazar,2019,"Agriculture Year (Jul - Jun), 2019",467697,132922,31403,5704,33165,6,14587,10211,7523,232176,254862,22686
3880,India,22,Chhattisgarh,644,Baloda Bazar,2020,"Agriculture Year (Jul - Jun), 2020",467697,132921,32678,5696,32969,7,12616,9558,5778,235474,259264,23790
3881,India,22,Chhattisgarh,645,Gariyaband,2011,"Agriculture Year (Jul - Jun), 2011",585494,389053,22768,3364,24776,21,4203,3278,2688,135343,158976,23633
3882,India,22,Chhattisgarh,645,Gariyaband,2012,"Agriculture Year (Jul - Jun), 2012",585494,389053,22768,3365,24831,21,4202,3278,2573,135403,161496,26093
3883,India,22,Chhattisgarh,645,Gariyaband,2013,"Agriculture Year (Jul - Jun), 2013",288706,92034,22773,3368,24821,21,4061,3038,2205,136385,162524,26139
3884,India,22,Chhattisgarh,645,Gariyaband,2014,"Agriculture Year (Jul - Jun), 2014",585494,384850,23009,3409,25914,21,3719,2637,1800,140135,166948,26813
3885,India,22,Chhattisgarh,645,Gariyaband,2015,"Agriculture Year (Jul - Jun), 2015",585494,385377,22682,3655,26637,23,5340,3281,1806,136693,156739,20046
